token	normalised
cedet	precedet
⁊	et
inflãmabit	inflammabit
in	in

cĩcuitu	circuitu
inimi cos	inimi cos
eius	eius
Alluxerũt	Alluxerunt
fulgora	fulgora
ei᷒	eius
orbi	orbi
t̃re	terre
ui dit	ui dit
⁊	et
ꝯmota	commota
ẽ	est
t̃ra	terra
Montes	Montes
sicut	sicut
cera	cera
fluxe rũt	fluxe runt
a	a
facie	facie
dñi	domini
a	a
facie	facie
dñi	domini
om̃is	omnis
t̃ra	terra

Anũ tiauerũt	Anun tiauerunt
celi	celi
iustitiã	iustitiam
eius	eius
⁊	et
uiderũt	uiderunt
õs	omnes
ppl̃i	populi
gl̃am	gloriam
eius	eius
Confundant᷑	Confundantur
õs	omnes
qui	qui
adorãt	adorant
scul ptilia	scul ptilia
⁊	et
qui	qui
gl̃iant᷑	gloriantur
in	in
simulacris	simulacris
suis	suis
Ado rate	Ado rate
eũ	eum
õs	omnes
angl̃i	angeli

eius	eius
audiuit	audiuit
⁊	et
letata	letata
ẽ	est
syon	syon
⁊	et
exultauerũt	exultauerunt
filie	filie
iude	iude
ꝓpt̃	propter
iudicia	iudicia
tua	tua
dñe	domine
Qm̃	Quoniam
tu	tu
dñs	dominus
altissim᷒	altissimus
suꝑ	super
õem	omnem
t̃rã	terram
nimis	nimis
exaltatus	exaltatus
ẽ	es
suꝑ	super

Letamini	Letamini
iusti	iusti
ĩ	in
dño	domino
⁊	et
ꝯfitemini	confitemini
memorie	memorie
sc̃itatis	sanctitatis
eius	eius
CAntate	CAntate
dño	domino
caticũ	caticum
nouũ	nouum
	quia
mirabilia	mirabilia
fecit	fecit
dñs	dominus
Saluauit	Saluauit
sibi	sibi
dext̃a	dextera
ei᷒	eius
⁊	et
brachiũ	brachium
sc̃m	sanctum
eius	eius

dei	dei
nr̃i	nostri
Iubilate	Iubilate
d̃o	deo
om̃is	omnis
t̃ra	terra
cantate	cantate
⁊	et
exultate	exultate
⁊	et
psallite	psallite
Psallite	Psallite
d̃o	deo
in	in
cythara	cythara
in	in
cythara	cythara
⁊	et
uoce	uoce
psalmi	psalmi
in	in
tub̃	tubis
ductilib	ductilibus
⁊	et
uoce	uoce

tube	tube
cõnee	cornee
Iubilate	Iubilate
in	in
ꝯspectu	conspectu
regis	regis
dñi	domini
moueat᷑	moueatur
mare	mare
⁊	et
plenitudo	plenitudo
eius	eius
orb̃	orbis
t̃rarũ	terrarum
⁊	et
qui	qui
habitãt	habitant
in	in
eo	eo
flumina	flumina
plaudẽt	plaudent
manu	manu
siml̃	simul
mõtes	montes
exultab̃t	exultabunt

a	a
ꝯspec tu	conspec tu
dñi	domini
qm̃	quoniam
uenit	uenit
iudicare	iudicare
t̃ram	terram
Iudicabit	Iudicabit
orbẽ	orbem
t̃rarũ	terrarum
in	in
iustitia	iustitia
⁊	et
ppl̃os	populos
in	in
equitate	equitate
DÑS	Dominus
regnauit	regnauit
irascant᷑	irascantur
ppl̃i	populi
qui	qui
sedes	sedes
suꝑ	super
cherubin	cherubin
moueat᷑	moueatur

t̃ra	terra
Dñs	Dominus
in	in
syon	syon
magnus	magnus
⁊	et
excelsus	excelsus
suꝑ	super
õs	omnes
ppl̃os	populos
Confiteant᷑	Confiteantur
nõi	nomini
tuo	tuo
magno	magno
qm̃	quoniam
t̃ribile	terribile
⁊	et
sc̃m	sanctum
ẽ	est
⁊	et
honor	honor
re gis	re gis
iudiciũ	iudicium
diligit	diligit
Tu	Tu

parasti	parasti
directiões	directiones
iu diciũ	iu dicium
⁊	et
iustitiã	iustitiam
in	in
iacob	iacob
tu	tu
fecisti	fecisti
Exaltate	Exaltate
dñm	dominum
d̃m	deum
nr̃m	nostrum
⁊	et
adorate	adorate
scabellũ	scabellum
pedũ	pedum
eius	eius
attrectãs	attrectans
l̃	uel
palpãs	palpans
l̃	uel
liniẽs	liniens
l̃	uel
aquaticus	aquaticus

mõs	mons
fortitud̃is	fortitudinis
l̃	uel
mõs	mons
fortis	fortis
l̃	uel
dñs	dominus
nr̃	noster
l̃	uel
apl̃s	apostolus
qm̃	quoniam
sc̃m	sanctum
ẽ	est
Moyses	Moyses
⁊	et
aaron	aaron
in	in
sacẽdotib	sacerdotibus
eius	eius
⁊	et
samuel	samuel
Nom̃	Nomen
ei᷒	eius
d̃s	deus
int̃	inter

eos	eos
qui	qui
inuocãt	inuocant
nom̃	nomen
eius	eius
Inuo cabãt	Inuo cabant
dñm	dominum
⁊	et
ip̃e	ipse
exaudiebat	exaudiebat
eos	eos
in	in
colũpna	columpna
nub̃	nubis
loquebat᷑	loquebatur
ad	ad
eos	eos
Custodiebãt	Custodiebant
testimõia	testimonia
eius	eius
⁊	et
ceptũ	preceptum
ꝙ	quod
dedit	dedit
illis	illis

Dñe	Domine
d̃s	deus
nr̃	noster
tu	tu
exa udiebas	exa udiebas
eos	eos
d̃s	deus
tu	tu
ꝓpitius	propitius
fuisti	fuisti
eis	eis
⁊	et
ulciscẽs	ulciscens
in	in
õs	omnes
adinuẽtiões	adinuentiones
eoꝝ	eorum
Exaltate	Exaltate
dñm	dominum
d̃m	deum
no strum	no strum
⁊	et
adorate	adorate
in	in
mõte	monte

sc̃o	sancto
eius	eius
qm̃	quoniam
sc̃s	sanctus
dñs	dominus
d̃s	deus
nr̃	noster
IVbilate	IVbilate
d̃o	deo
õis	omnis
t̃ra	terra
sẽuite	seruite
dño	domino
in	in
letitia	letitia
Intͦite	Introite
in	in
ꝯspectu	conspectu
eius	eius
in	in
exultatiõe	exultatione
Sci tote	Sci tote
qm̃	quoniam
dñs	dominus
ip̃e	ipse

illi	illi
Laudate	Laudate
nom̃	nomen
eius	eius
qm̃	quoniam
suauis	suauis
ẽ	est
dñs	dominus
⁊	et
in	in
et̃nũ	eternum
mĩa	misericordia
eius	eius
⁊	et
usq	usque
in	in
gñatiõe	generatione
⁊	et
gñem	generationem
ueritas	ueritas
eius	eius
Mĩam	Misericordiam
⁊	et
iudiciũ	iudicium
⁊	et

cãtabo	cantabo
tibi	tibi
dñe	domine
Psallam	Psallam
⁊	et
intelligã	intelligam
in	in
uia	uia
inmaculata	inmaculata
qñ	quando
ueni es	ueni es
ad	ad
me	me
ꝑambulabã	Perambulabam
in	in
innocẽtia	innocentia
cõdis	cordis
m̃i	mei
in	in
medio	medio
dom᷒	domus
mee	mee
Nõ	Non
ꝓponebã	proponebam
añ	ante

o culo	o culo
⁊	et
insatiabili	insatiabili
corde	corde
cũ	cum
hoc	hoc
ñ	non
edebã	edebam
O culi	O culi
m̃i	mei
ad	ad
fideles	fideles
t̃re	terre
ut	ut
sedeant	sedeant
mecũ	mecum
am bulans	am bulans
in	in
uia	uia
inmaculata	inmaculata
hic	hic
mͥ	michi
mini strabat	mini strabat
Nõ	Non
habitabit	habitabit

ciuitate	ciuitate
dñi	domini
om̃s	omnes
oꝑantes	operantes
iniquitatẽ	iniquitatem
DÑE	Domine
exaudi	exaudi
oratiõem	orationem
meã	meam
⁊	et
clamõ	clamor
m̃s	meus
ad	ad
te	te
ꝑueniat	perueniat
Ne	Ne
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
qͣ cũ q	qua cum que
die	die
tribulor	tribulor

inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuam	tuam
In	In
quac̃ q	quacum que
die	die
inuocaũo	inuocauero
te	te
uelocit̃	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecerũt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
m̃i	mei
⁊	et
ossa	ossa
m̃a	mea
sicut	sicut
cremiũ	cremium
aruerũt	aruerunt

ꝑcussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
⁊	et
aruit	aruit
cor	cor
meũ	meum
	quia
oblitus	oblitus
sũ	sum
comed̃e	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
m̃i	mei
adhesit	adhesit
os	os
meũ	meum
cãni	carni
mee	mee
Simil̃	Similis
fc̃s	factus

sum	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sũ	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
Vigila ui	Vigila ui
⁊	et
fc̃s	factus
sũ	sum
sic̃	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
Tota	Tota
di e	di e
exprobrabãt	exprobrabant
mͥ	michi
inimici	inimici
m̃i	mei
⁊	et

qui	qui
lauda bãt	lauda bant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
Quia	Quia
cinerẽ	cinerem
tã ꝙͣ	tam quam
panẽ	panem
mãducabã	manducabam
⁊	et
poculũ	poculum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
A	A
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
	quia
e leuãs	e leuans

allisisti	allisisti
me	me
Dies	Dies
m̃i	mei
sicut	sicut
umbra	umbra
decli nauerũt	decli nauerunt
⁊	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
Tu	Tu
aut̃	autem
dñe	domine
in	in
et̃num	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuũ	tuum
in	in
gña tione	genera tione
⁊	et
gñem	generationem

tuũ	tuum
d̃	domine
⁊	et
õs	omnes
regeᷤ	reges
t̃re	terre
gl̃am	gloriam
tuã	tuam
Quia	Quia
hedificabit	hedificabit
dñs	dominus
syon	syon
⁊	et
ui debr̃	ui debitur
in	in
gl̃a	gloria
sua	sua
Respex̃	Respexit
in	in
oratõnẽ	orationem
hũiliũ	humilium
⁊	et
ñ	non
spreũ	spreuit
cem	precem

eoꝝ	eorum
Scribant᷑	Scribantur
h̃	hec
in	in
gñatiõe	generatione
al t̃a	al tera
⁊	et
ppl̃s	populus
qui	qui
creabr̃	creabitur
laudabit	laudabit
dñm	dominum
Qͥa	Quia
pro spex̃	pro spexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
t̃rã	terram
aspex̃	aspexit
Vt	Vt

audiret	audiret
gemituᷤ	gemitus
conpeditoꝝ	conpeditorum
ut	ut
solũet	solueret
filios	filios
int̃emptoꝝ	interemptorum
Vt	Vt
annũtiẽt	annuntient
in	in
syon	syon
nom̃	nomen
do mini	do mini
⁊	et
laudẽ	laudem
eius	eius
in	in
ierl̃m	ierusalem
In	In
ꝯueniẽdo	conueniendo
po pulos	po pulos
in	in
unũ	unum
⁊	et
reges	reges

ut	ut
sẽuiãt	seruiant
dño	domino
R̃	Respondit
respondit	respondit
ei	ei
in	in
uia	uia
uĩtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
eoꝝ	eorum
nũtia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
m̃oꝝ	meorum
ĩ	in
gñatiõe	generatione
⁊	et

gñem	generationem
ãni	anni
tui	tui
Initio	Initio
tu	tu
dñe	domine
t̃ram	terram
fũdasti	fundasti
⁊	et
oꝑa	opera
manuũ	manuum
tuarũ	tuarum
sũt	sunt
celi	celi
Ip̃	Ips
peri bũt	peri bunt
tu	tu
aut̃	autem
ꝑmanes	permanes
⁊	et
õs	omnes
ut	ut
uestim̃tũ	uestimentum
uet̃a scẽt	uetera scent
Et	Et

sic̃	sicut
oꝑtoriũ	opertorium
mutab̃	mutabis
eos	eos
et	et
mutabũt᷑	mutabuntur
tu	tu
aut̃	autem
idẽ	idem
ip̃e	ipse
es	es
⁊	et
ãni	anni
tui	tui
ñ	non
deficiẽt	deficient
filii	filii
ẜuo rũ	seruo rum
tuoꝝ	tuorum
habitabũt	habitabunt
et	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum

Qui	Qui
ꝓpitiat᷑	propitiatur
õib	omnibus
iniquitatib	iniquitatibus
tuis	tuis
ꝗ	qui
sanat	sanat
õs	omnes
infĩmitates	infirmitates
tuas	tuas
Qͥ	Qui
redimit	redimit
de	de
int̃itu	interitu
uitã	uitam
tuã	tuam
ꝗ	qui
corõat	coronat
te	te
in	in
mĩa	misericordia
⁊	et
miserationib	miserationibus
Qui	Qui
replet	replet

ĩ	in
bo nis	bo nis
desideriũ	desiderium
tuũ	tuum
renouabr̃	renouabitur
ut	ut
aquile	aquile
iu uent᷒	iu uentus
tua	tua
faciens	faciens
mĩas	misericordias
dñs	dominus
⁊	et
iudiciũ	iudicium
om̃i b	omni bus
iniuriã	iniuriam
patiẽtib	patientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uolũtates	uoluntates

suas	suas
Miserator	Miserator
⁊	et
misericõs	misericors
dñs	dominus
lõganimis	longanimis
⁊	et
multũ	multum
misericõs	misericors
Nõ	Non
in	in
ꝑpetuũ	perpetuum
irascet᷑	irascetur
neq	neque
in	in
et̃nũ	eternum
ꝯminabr̃	comminabitur
Nõ	Non
scd̃m	secundum
peccata	peccata
nr̃a	nostra
fecit	fecit
nob̃	nobis
neq	neque
scd̃m	secundum

iniꝗtates	iniquitates
nr̃as	nostras
retribuit	retribuit
nob̃	nobis
Qm̃	Quoniam
scd̃m	secundum
al titudinẽ	al titudinem
celi	celi
a	a
t̃ra	terra
cõroborauit	corroborauit
mĩam	misericordiam
suã	suam
sr̃	super
tim̃tes	timentes
se	se
Quãtũ	Quantum
distat	distat
ortus	ortus
ab	ab
occidẽte	occidente
lõge	longe
fecit	fecit
a	a
nob̃	nobis

iniquitates	iniquitates
nr̃as	nostras
Qm̃o	Quomodo
mi seret᷑	mi seretur
pat̃	pater
filioꝝ	filiorum
misẽtus	misertus
ẽ	est
dñs	dominus
tim̃tib	timentibus
se	se
qͫ	quoniam
ip̃e	ipse
cognouit	cognouit
figm̃tũ	figmentuin
nr̃m	nostrum
Recõdat᷒	Recordatus
ẽ	est
qm̃	quoniam
puluis	puluis
sum᷒	sumus
h̃o	homo
sicut	sicut
fenũ	fenum
dies	dies

⁊	et
usq	usque
in	in
et̃nũ	eternum
suꝑ	super
tim̃ tes	timen tes
eũ	eum
Et	Et
iustitia	iustitia
illius	illius
in	in
filios	filios
filioꝝ	filiorum
his	his
ꝗ	qui
sẽuãt	seruant
testam̃tũ	testamentum
eius	eius
Et	Et
memores	memores
sũt	sunt
mã datoꝝ	man datorum
ip̃i᷒	ipsius
ad	ad
faciendũ	faciendum

ea	ea
dñs	dominus
in	in
celo	celo
ꝑauit	parauit
sedem	sedem
suã	suam
⁊	et
regnũ	regnum
ip̃ius	ipsius
õib	omnibus
dñabr̃	dominabitur
Bñdi cite	Benedi cite
dño	domino
õs	omnes
ãgl̃i	angeli
ei᷒	eius
potentes	potentes
uĩtute	uirtute
faciẽ tes	facien tes
u͛bum	uerbum
illius	illius
ad	ad
audiendã	audiendam
uocẽ	uocem

sẽmonũ	sermonum
ei᷒	eius
Bñ	Benedicite
dño	domino
om̃s	omnes
uĩtutes	uirtutes
eius	eius
ministri	ministri
eius	eius
qui	qui
facitis	facitis
uolũtatẽ	uoluntatem
eius	eius
Bñ	Benedicite
dño	domino
õia	omnia
oa	oprea
siceius	siceius
in	in
om̃i	omni
loco	loco
dñatiõis	dominationis
eius	eius
bñdic	benedic
aĩa	anima

tegis	tegis
aqͥs	aquis
suꝑiora	superiora
eius	eius
Qui	Qui
ponis	ponis
nubẽ	nubem
ascẽsũ	ascensum
tuũ	tuum
ꝗ	qui
ambulas	ambulas
suꝑ	super
pẽnas	pennas
uetoꝝ	uetorum
Qui	Qui
facis	facis
angl̃os	angelos
tuos	tuos
sp̃s	spiritus
⁊	et
ministros	ministros
tuos	tuos
ignẽ	ignem
urẽtẽ	urentem
Ꝙ	Qui

fun dasti	fun dasti
t̃ram	terram
suꝑ	super
stabilitatẽ	stabilitatem
suã	suam
ñ	non
inclinabr̃	inclinabitur
in	in
scl̃m	seculum
scl̃i	seculi
Abyssus	Abyssus
sic̃	sicut
uestim̃tũ	uestimentum
amict᷒	amictus
eius	eius
suꝑ	super
mõtes	montes
stabũt	stabunt
aque	aque
Ab	Ab
increpatiõe	increpatione
tua	tua
fugient	fugient
a	a
uoce	uoce

uoceᷤ	uoces
Rigãs	Rigans
mõtes	montes
de	de
suꝑiorib	superioribus
suis	suis
de	de
fructu	fructu
oꝑm	operum
tuoꝝ	tuorum
satiabr̃	satiabitur
t̃ra	terra
Ꝓducẽs	producens
fenũ	fenum
ium̃tis	iumentis
⁊	et
hẽbam	herbam
sẽuituti	seruituti
hõm	hominum
Quia	Quia
defecer̃t	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
m̃i	mei

sic̃	sicut
niticorax	niticorax
ĩ	in
domi cilio	domi cilio
patiendo	patiendo
sic̃	sicut
passer	passer
solitari᷒	solitarius
ĩ	in
tecto	tecto
resurgendo	resurgendo
Et	Et
h̃	hec
sigc̃ant	significant
tres	tres
ordines	ordines
sc̃e	sancte
matͥs	matris
eccl̃e	ecclesie
uir gines	uir gines
ꝯtinentes	continentes
⁊	et
ꝯiugatos	coniugatos
Benedic	Benedic
aĩa	anima

m̃a	mea
dño	domino
⁊	et
õia	omnia
q̃	que
ĩtra	intra
me	me
sũt	sunt
Nota	Nota
q̃d	quod
tres	tres
s̃t	sunt
partes	partes
sensualitatis	sensualitatis
minor	minor
media	media
et	et
su perior	su perior
Minor	Minor
benedicit	benedicit
d̃o	deo
ꝑ	per
rõnẽ	rationem
motus	motus
illicitos	illicitos

ꝯprimendo	comprimendo
scd̃m	secundum
illd̃	illd
capite	capite
nob̃	nobis
uulpeculas	uulpeculas
q̃	que
dẽ	demoliuntur
ui.	uineas
domini	domini
sabaoth	sabaoth
⁊	et
de	de
.	.
q̃t	quet
me	me
.	.
Media	Media
benedicit	benedicit
d̃o	deo
ab	ab
illicitis	illicitis
abstinendo	abstinendo
ut	ut
qñ	quando

nõ	non
nimis	nimis
ꝯmedit	comedit
ul̃	ue
dormit	dormit
que	que
nob̃	nobis
ꝯuĩa	communia
sunt	sunt
cum	cum
brutis	brutis
de	de
hoc	hoc
dicit	dicit
apl̃s	apostolus
in	in
fame	fame
⁊	et
siti	siti
,	,
in	in
frigore	frigore
⁊	et
nuditate	nuditate
.	.

enĩ	enim
retͥbutõ	retributio
iterata	iterata
tributio	tributio
uñ	unde
retribue	retribue
ẜuo	seruo
tuo	tuo
.i.	idest
iterũ	iterum
⁊	et
it̃m	iterum
tͥbue	tribue
dr̃d	dicitur
retͥ bõ	retri butio
pri᷒	prius
fc̃is	factis
respondẽs	respondens
tributõ	tributio
uñ	unde
red⁊	redet
unicuiq	unicuique
scd̃m	secundum
oꝑa	opera
sua	sua

dr̃d	dicitur
retͥ bõ	retri butio
ꝯtraria	contraria
tributõ	tributio
uñ	unde
quid	quid
retͥbuã	retribuam
dño	domino
nos	nos
ei	ei
mala	mala
ip̃e	ipse
nob̃	nobis
tͥbuit	tribuit
bõa	bona
Nota	Nota
q̃d	quod
ẽ	est
sil̃itudo	similitudo
equalitatis	equalitatis
ut	ut
iͥ	ibi
erũt	erunt
sic̃	sicut
angl̃i	angeli

d̃i	dei
et	et
ĩnouitatis	innouitatis
ut	ut
ibi	ibi
Estote	Estote
ꝑfecti	perfecti
sic̃	sicut
pat̃	pater
ur̃	uester
ꝑfect᷒	perfectus
ẽ	est
Et	Et
maioritatis	maioritatis
sic̃	sicut
hͥ	hic
Nõ	Non
solũ	solum
enĩ	enim
renouabimur	renouabimur
ut	ut
aquila	aquila
set	set
plus	plus
quam	quam

aquila	aquila
⁊	et
c̃	cetera
Qui	Qui
ponis	ponis
nubẽ	nubem
ascensum	ascensum
tuum	tuum
Nota	Nota
q̃d	quod
